,PA702054,PA702052,PA405480,PA267407,PA346,PA2265,PA609245,PA610615,PA334768,PA2317,PA295,PA606171,PA608826,PA2685,PA2048,PA334906,PA605518,PA340432,PA346170,PA605991,PA1991,PA609740,PA608380,PA1193,PA1199,PA1198,PA610195,PA607595,PA606888,PA1579,PA689,PA680,PA1574,PA267278,PA1226,PA330130,PA267479,PA1379,PA344114,PA243,PA394,PA610427,PA267506,PA343493,PA605745,PA334755,PA605694,PA332523,PA2277,PA605349,PA610775,PA335758,PA609691,PA2693,PA332747,PA335999,PA608186,PA223837,PA1362,PA1963,PA1960,PA267886,PA268042,PA2876,PA334116,PA607699,PA605830,PA268048,PA267080,PA1761,PA2960,PA1789,PA608235,PA643069,PA695,PA543,PA606507,PA267260,PA765,PA267266,PA606899,PA345897,PA267469,PA606258,PA606098,PA642684,PA642759,PA2191,PA331990,PA333224,PA607619,PA605076,PA1816,PA336316,PA610594,PA610701,PA1155,PA267378,PA334811,PA609042,PA607919,PA1977,PA1979,PA1770,PA610905,PA268051,PA267075,PA1152,PA608158,PA332796,PA267188,PA267327,PA267457,PA267673,PA267459,PA267695,PA607310,PA267527,PA332950,PA2430,PA332886,PA2503,PA606793,PA332228,PA345619,PA605036,PA608038,PA609520,PA605782,PA1946,PA610002,PA815,PA810,PA2859,PA1496,PA1498,PA609709,PA607892,PA267450,PA1124,PA607256,PA333285,PA1012,PA267200,PA610924,PA331146,PA607090,PA609845,PA343623,PA642910,PA606412,PA267330,PA267336,PA267689,PA335017,PA267680,PA606230,PA331567,PA267534,PA608264,PA267532,PA342935,PA605922,PA334654,PA230,PA2229,PA2083,PA2089,PA610729,PA332305,PA609332,PA609442,PA2713,PA2084,PA1838,PA2155,PA609535,PA1954,PA608920,PA608310,PA605804,PA267091,PA608172,PA1710,PA608778,PA330008,PA267057,PA610936,PA2883,PA335319,PA267835,PA610804,PA267306,PA267233,PA331835,PA642764,PA336439,PA607846,PA2099,PA2098,PA2236,PA332843,PA610481,PA334843,PA259,PA332206,PA2700,PA2707,PA923,PA609016,PA608011,PA608016,PA610125,PA2936,PA230329,PA608785,PA341339,PA331014,PA330546,PA1585,PA1214,PA1032,PA508,PA607509,PA2895,PA267042,PA610830,PA330788,PA267822,PA606745,PA606212,PA266797,PA1459,PA267317,PA606693,PA590031,PA267227,PA267551,PA267556,PA2775,PA605643,PA422119,PA1857,PA2603,PA608574,PA917,PA2600,PA606631,PA344776,PA609314,PA840,PA1931,PA1936,PA605261,PA1020,PA1029,PA608684,PA2952,PA754,PA1592,PA608686,PA267148,PA1206,PA606639,PA609816,PA267813,PA1445,PA331481,PA267499,PA606910,PA266788,PA267492,PA609218,PA609963,PA267965,PA330684,PA267785,PA267762,PA1844,PA2549,PA606924,PA2611,PA856,PA609764,PA336112,PA608363,PA330981,PA609365,PA746,PA336971,PA607632,PA608695,PA608741,PA1695,PA1699,PA606586,PA267151,PA608718,PA1477,PA607187,PA267801,PA266774,PA266776,PA607369,PA642805,PA331582,PA335054,PA605952,PA267797,PA590034,PA267576,PA590032,PA606161,PA331807,PA343408,PA267775,PA687214,PA642739,PA346876,PA331973,PA336576,PA2377,PA2597,PA1871,PA2374,PA1874,PA605069,PA606555,PA333421,PA1911,PA1466,PA2971,PA770,PA345937,PA607769,PA610075,PA267165,PA1689,PA330357,PA609775,PA608641,PA267013,PA642940,PA216574,PA1310,PA606712,PA642836,PA337504,PA607283,PA331594,PA606623,PA267585,PA314,PA267743,PA417099,PA642724,PA267204,PA2295,PA2365,PA333043,PA610681,PA693008,PA1866,PA2631,PA610066,PA609292,PA877,PA609743,PA872,PA334951,PA608434,PA608348,PA609345,PA607761,PA342415,PA672,PA610891,PA695100,PA606495,PA607691,PA1521,PA606149,PA267178,PA267598,PA606363,PA267591,PA607603,PA610203,PA695511,PA606030,PA267355,PA267358,PA609590,PA605606,PA951,PA605131,PA610654,PA1141,PA605426,PA336015,PA331753,PA605557,PA667,PA1790,PA331282,PA608083,PA606573,PA610354,PA608662,PA2828,PA607606,PA1661,PA1401,PA608120,PA330240,PA607395,PA610860,PA610313,PA607155,PA696,PA267923,PA344242,PA607553,PA339,PA335159,PA267728,PA607193,PA331924,PA642987,PA346886,PA606040,PA336421,PA2345,PA2343,PA1886,PA2124,PA942,PA609726,PA605143,PA609435,PA332015,PA588872,PA1263,PA608098,PA608416,PA335543,PA606478,PA332636,PA267605,PA331658,PA267285,PA643020,PA267289,PA643205,PA606545,PA267735,PA605703,PA267429,PA2086,PA332384,PA560,PA642885,PA328,PA610521,PA643002,PA610529,PA605625,PA2338,PA605084,PA2799,PA2792,PA998,PA2796,PA2664,PA2667,PA1748,PA342332,PA610245,PA605888,PA735,PA609205,PA607489,PA2801,PA334149,PA606991,PA1353,PA267706,PA341981,PA606665,PA330118,PA610820,PA356,PA610291,PA610539,PA605758,PA333134,PA2492,PA2250,PA2257,PA608851,PA267246,PA606202,PA610758,PA610752,PA2075,PA2073,PA2675,PA340755,PA2815,PA1630,PA341246,PA605963,PA344492,PA342539,PA1483,PA332614,PA335567,PA1182,PA608292,PA606675,PA610968,PA330613,PA267623,PA1364,PA333818,PA337483,PA267628
PA267801,5,6,5,6,14,6,13,5,5,6,12,10,12,6,13,14,5,6,5,14,6,15,14,4,6,6,6,6,14,6,12,9,12,6,7,6,6,11,7,16,6,5,17,5,11,5,5,14,12,7,15,14,6,5,7,6,5,12,6,6,16,13,5,11,6,6,5,6,14,14,15,5,4,5,8,6,5,14,6,13,6,18,14,4,13,6,14,15,5,15,6,6,6,14,8,6,6,15,4,4,6,6,5,11,6,13,13,10,6,7,6,12,13,15,13,6,9,15,5,7,12,6,6,11,14,13,6,6,14,14,5,4,8,6,6,13,13,5,14,14,5,6,13,15,13,13,12,5,13,5,5,17,5,14,10,12,5,15,6,9,13,15,7,12,13,12,13,12,2,7,6,14,5,13,10,14,7,14,4,6,6,6,6,6,7,14,13,6,6,6,11,11,14,6,3,5,5,11,12,15,14,5,11,13,14,6,13,14,13,6,6,14,16,13,14,10,6,5,6,14,5,4,7,6,6,17,19,12,13,6,13,13,13,13,15,6,16,13,12,13,6,13,13,5,6,14,6,5,14,6,6,14,4,7,14,13,6,14,14,5,6,12,9,6,5,15,14,14,13,6,11,12,6,5,9,14,12,13,7,6,5,5,18,14,5,7,4,13,13,5,7,9,6,15,11,6,11,7,14,6,29,12,13,7,6,21,8,4,13,6,11,6,7,7,5,12,13,4,14,6,13,14,14,6,7,13,11,7,18,5,13,13,12,15,7,6,14,7,6,5,10,14,5,14,15,17,7,6,6,8,6,21,13,13,13,5,13,15,6,6,7,9,6,6,6,6,6,6,6,7,15,6,12,6,6,10,4,13,10,5,14,6,14,14,6,15,15,6,15,6,13,11,5,8,13,9,9,12,5,9,5,7,14,12,11,9,6,8,13,8,7,15,6,4,13,8,3,7,8,13,6,6,7,6,15,11,8,4,8,14,6,4,14,7,12,15,15,13,6,5,6,5,13,6,15,6,12,6,14,7,12,6,15,5,7,14,7,14,12,6,6,6,5,5,6,6,7,7,6,6,15,14,12,13,13,6,5,6,8,6,6,13,12,16,9,6,6,6,10,5,6,6,6,6,4,15,13,13,14,13,13,6,6,6,10,13,14,11,15,15,8,6,13,6,13,5,12,5,4,6,3,6,6,11,6,6,14
PA266774,2,4,4,7,18,4,21,3,3,4,14,4,19,4,21,25,4,5,6,26,4,22,23,6,8,3,4,4,23,4,16,4,18,4,4,4,7,23,8,18,4,2,20,5,12,2,3,23,19,7,14,17,4,4,4,4,2,18,6,4,18,21,4,18,4,4,5,4,21,23,20,7,3,6,5,3,7,19,4,18,4,16,20,2,18,4,23,16,4,22,5,5,4,20,3,4,4,19,3,2,4,6,3,17,3,20,19,16,3,4,4,17,22,17,19,4,4,29,7,7,16,4,6,14,16,19,4,2,17,19,2,6,4,4,4,18,17,3,22,17,3,4,23,20,18,21,18,6,20,5,3,16,10,19,8,19,3,18,4,4,19,21,7,23,23,19,17,18,3,3,4,21,4,18,17,19,5,20,3,4,3,4,4,4,4,21,17,3,4,4,5,13,15,4,2,3,2,18,20,22,13,3,7,20,19,4,19,20,18,3,4,20,13,19,19,6,7,4,3,18,3,2,4,5,4,17,25,18,20,7,17,19,21,18,24,4,20,21,18,22,4,20,22,3,4,23,4,6,24,3,7,18,3,4,18,20,7,18,14,3,4,19,12,6,3,22,23,19,20,5,16,16,4,1,4,20,23,16,5,3,4,3,23,21,6,4,3,18,18,3,8,8,4,23,21,7,17,7,19,4,12,34,25,3,4,17,4,1,20,4,21,4,6,3,3,21,20,3,17,7,19,23,16,4,3,25,5,7,13,6,19,20,5,27,4,4,19,7,4,4,5,19,1,17,19,25,5,4,4,4,8,13,18,18,22,3,24,19,7,4,3,3,7,4,4,4,5,5,4,8,24,7,16,4,5,4,2,12,7,4,20,3,24,19,4,22,22,4,20,4,19,19,3,4,22,5,12,16,4,5,3,5,19,18,4,7,7,7,18,5,7,18,4,3,21,4,2,4,4,20,3,4,5,4,23,17,5,3,4,16,4,3,25,4,5,24,17,20,4,4,6,2,17,4,20,4,17,4,19,5,18,4,23,6,5,19,5,15,18,4,4,8,3,3,5,1,9,3,7,3,18,18,17,19,15,4,3,3,5,4,4,25,22,20,6,4,4,4,6,6,4,4,5,4,6,23,20,19,20,17,18,7,5,4,13,19,12,13,26,19,4,3,18,4,18,3,17,4,10,4,3,4,4,12,6,4,18
PA266776,5,7,8,13,20,5,26,4,5,4,13,6,22,4,20,25,5,6,8,39,5,31,32,8,10,3,4,6,27,4,12,2,19,4,3,6,7,24,7,20,5,2,24,6,10,3,4,31,20,9,14,17,4,4,6,5,4,17,6,4,22,19,4,17,4,5,6,8,20,27,20,6,4,3,6,3,6,22,5,18,6,21,26,4,23,6,23,16,3,22,7,5,4,21,4,4,4,21,4,2,4,8,3,19,4,19,21,17,3,5,6,20,26,21,23,5,4,37,12,7,15,5,6,25,16,20,4,3,18,20,3,6,3,4,4,19,18,5,24,19,4,5,25,21,25,20,18,8,22,6,5,17,11,23,10,26,4,19,4,7,20,22,7,23,31,19,17,17,4,5,4,20,5,20,20,27,10,23,4,4,4,8,9,4,4,31,17,3,5,4,8,16,17,4,5,3,4,22,23,26,14,4,8,22,22,4,22,20,17,5,6,30,14,20,19,11,9,6,5,20,4,7,6,6,4,21,27,18,19,7,18,26,23,17,32,4,24,28,21,20,5,19,23,2,4,23,4,7,26,4,11,19,3,4,21,19,7,19,12,3,5,18,14,6,5,28,25,20,18,5,22,13,5,3,5,26,32,15,5,3,9,4,29,24,7,4,2,17,22,4,5,8,4,22,24,7,17,10,19,3,13,25,71,6,4,20,4,1,21,4,22,4,5,4,4,19,18,4,19,8,19,25,16,4,3,27,4,8,16,7,20,21,5,32,4,4,19,7,6,4,5,19,1,15,19,47,5,4,4,8,9,19,19,19,28,7,25,25,7,4,4,4,8,4,4,5,6,6,4,8,36,7,18,5,8,7,4,14,7,4,24,3,30,22,4,21,32,4,23,5,23,17,6,2,22,4,8,24,5,5,5,5,20,17,4,8,7,8,20,6,8,22,4,4,22,3,1,3,6,19,4,4,4,5,23,17,5,6,4,17,4,5,28,8,10,26,20,26,4,8,7,1,17,4,21,4,18,8,20,7,18,7,31,7,6,23,2,18,18,7,5,7,4,4,7,1,6,3,9,8,17,18,18,18,14,4,7,3,7,9,5,35,23,25,7,4,5,4,7,9,7,7,5,4,8,25,18,20,22,19,20,8,6,4,10,18,14,14,45,21,7,5,21,5,18,4,17,4,17,4,3,4,4,11,8,4,19
PA607369,20,6,15,18,4,18,4,16,23,17,4,20,3,17,4,3,15,16,19,6,17,6,5,16,15,15,17,18,5,17,4,18,4,17,16,18,16,3,20,5,16,12,7,16,4,18,16,4,3,21,6,4,18,15,17,15,13,4,18,19,7,4,16,3,17,20,18,17,5,7,5,17,14,17,22,17,15,3,18,6,18,7,9,14,4,12,5,4,14,5,17,14,19,5,22,18,21,6,15,11,17,22,19,3,17,4,3,3,16,20,21,5,6,6,4,17,19,7,17,18,5,23,14,4,4,5,17,16,4,5,13,13,21,18,17,3,3,19,5,3,18,19,4,6,4,4,4,17,3,18,19,6,18,4,25,4,15,4,17,23,4,6,16,4,5,4,3,2,15,20,19,5,19,5,2,5,20,5,14,17,16,20,20,16,21,4,3,15,17,17,26,5,6,17,18,13,18,4,4,7,5,16,18,5,6,18,5,5,4,22,21,4,5,3,4,22,18,20,25,3,16,16,25,21,19,5,6,4,4,18,3,6,5,3,4,17,5,5,4,3,18,4,5,15,18,5,15,17,4,19,21,3,16,18,4,4,16,4,5,16,19,4,3,16,17,6,5,5,4,12,2,4,18,16,18,7,5,4,23,17,20,15,6,3,17,21,11,3,5,16,10,23,17,6,4,17,1,23,4,17,7,3,6,40,20,7,17,12,5,19,3,21,22,20,19,2,3,18,4,16,4,5,6,17,22,4,24,25,5,18,4,4,26,3,17,18,5,24,20,15,18,5,15,5,5,11,22,19,18,24,20,5,5,5,4,15,5,6,16,17,16,18,18,18,16,17,21,21,18,21,6,20,4,21,24,19,16,6,17,17,6,20,5,5,21,5,6,19,5,16,7,4,17,14,4,19,4,6,18,23,20,18,5,4,23,23,17,17,5,17,18,5,17,15,4,20,10,19,20,4,22,18,22,18,3,2,23,20,18,6,17,20,5,19,22,5,4,5,18,18,15,11,3,18,3,19,4,16,5,23,4,20,7,13,16,4,20,7,3,21,17,19,17,16,21,17,7,15,18,16,3,5,5,5,5,17,18,15,21,14,18,4,4,5,17,17,19,17,28,20,7,21,19,17,23,5,4,4,4,3,5,17,16,18,4,3,6,5,7,5,20,18,5,19,3,18,3,15,21,17,12,17,17,4,19,20,5
PA642805,20,9,21,21,4,23,5,20,21,20,5,20,4,20,6,4,18,18,18,6,21,5,6,22,20,18,20,23,6,20,6,15,4,20,20,22,18,3,21,5,20,14,5,22,6,19,16,5,4,21,7,5,19,18,20,23,14,5,21,27,6,5,18,4,19,21,18,22,6,6,6,18,15,19,20,22,21,4,19,6,19,6,7,16,5,16,6,5,17,6,17,18,18,6,23,20,19,6,18,12,18,21,23,3,19,5,3,3,19,24,21,5,6,7,5,22,23,7,16,17,4,22,14,4,5,6,19,17,5,6,12,15,26,19,18,3,3,24,6,4,21,21,5,6,4,5,5,18,4,18,23,7,21,5,22,5,18,4,18,22,5,7,18,3,5,4,3,3,14,19,19,6,18,5,4,5,23,6,15,21,19,21,23,18,20,3,4,18,19,20,24,6,7,20,18,11,22,3,6,6,6,17,21,4,5,21,5,6,5,19,22,5,7,3,6,22,21,23,19,3,22,17,21,20,18,6,6,5,5,19,3,5,5,4,5,20,6,5,5,3,23,5,5,18,18,6,17,19,5,19,22,5,18,18,4,5,19,5,5,20,21,4,3,18,17,6,5,6,5,11,2,5,21,18,18,5,4,3,30,20,20,18,6,4,19,21,10,4,5,15,12,22,20,6,4,21,2,25,5,19,6,4,4,20,36,8,21,11,5,21,4,18,22,19,20,2,4,19,4,18,5,5,5,20,25,4,23,26,9,19,5,5,23,3,18,20,6,27,25,20,22,5,12,6,6,5,24,25,18,25,25,6,6,5,4,17,5,6,19,19,17,18,20,20,21,21,21,20,19,23,6,19,4,19,23,22,16,6,20,17,6,21,3,6,21,6,6,19,6,18,5,4,18,15,5,20,6,7,21,23,21,20,6,5,23,20,20,21,5,19,19,4,20,16,5,24,9,19,20,5,22,20,22,21,5,3,28,18,22,5,20,20,5,20,27,7,6,5,19,24,17,13,5,20,3,21,5,22,6,25,4,20,6,16,11,5,21,6,3,22,18,19,19,16,22,14,10,17,15,19,4,6,5,6,7,19,20,16,21,18,20,5,5,7,15,20,20,19,25,21,9,20,19,21,22,6,5,5,5,3,6,21,22,20,5,4,6,6,5,6,22,16,5,22,4,18,4,20,21,20,10,21,21,6,17,24,6
PA331582,5,7,6,7,15,7,18,6,6,7,13,12,13,7,17,17,6,9,6,22,8,19,18,6,8,6,7,8,17,7,13,12,15,7,8,7,7,16,8,20,6,4,23,7,11,5,6,17,17,7,18,14,7,6,10,7,5,14,9,7,19,16,7,13,7,7,5,7,18,19,18,6,5,6,10,6,6,18,7,18,8,23,20,5,19,8,17,15,6,17,6,6,7,17,11,7,8,21,5,6,7,7,6,13,6,17,16,15,6,7,7,14,21,19,17,8,11,20,7,7,16,7,6,16,14,18,7,5,14,18,6,5,9,8,7,14,16,6,18,14,6,7,16,20,16,18,16,6,15,7,6,22,9,17,13,15,6,18,7,11,16,19,5,16,20,16,13,13,3,6,7,18,7,15,16,19,9,18,5,7,6,7,8,7,8,21,15,6,7,6,16,15,17,7,5,5,7,16,17,21,16,6,11,16,18,7,17,17,15,7,9,23,21,14,19,14,7,6,8,14,6,5,8,7,7,22,25,15,16,7,15,20,19,14,19,7,20,17,16,13,9,16,16,5,8,17,7,6,18,8,8,17,5,7,19,16,7,15,13,6,7,14,10,7,5,19,16,18,15,6,17,13,8,4,10,21,20,12,9,6,6,6,24,19,6,7,6,15,16,5,8,11,7,21,14,7,13,10,15,7,21,17,20,7,8,44,9,3,18,7,13,7,11,7,6,13,16,6,14,7,15,17,19,7,6,23,12,9,17,6,16,18,14,25,9,7,16,9,7,7,13,18,5,17,17,30,9,7,7,8,9,26,15,15,20,6,15,18,7,7,8,10,7,7,8,8,7,7,8,10,21,7,17,8,8,13,5,16,11,6,18,7,19,18,10,17,22,7,19,8,16,13,6,11,16,12,10,20,7,12,6,9,18,14,13,12,7,9,17,12,9,21,7,5,17,10,2,9,9,16,7,7,9,7,17,12,9,6,11,18,7,5,18,8,15,17,16,16,9,6,6,3,16,7,17,7,14,7,17,7,14,7,24,8,6,15,5,18,13,7,8,8,6,6,9,4,9,9,7,9,17,16,15,16,18,8,7,6,10,8,7,19,21,19,10,8,8,7,11,6,7,8,7,7,7,19,16,16,18,15,16,9,8,7,11,14,16,12,27,18,8,7,20,8,14,6,14,6,7,7,5,7,7,14,6,7,15
PA335054,17,6,18,17,4,20,5,17,18,20,5,22,4,20,6,3,17,20,17,6,20,5,6,19,17,17,20,21,6,19,6,14,4,20,19,19,18,3,20,5,18,10,7,20,7,18,16,5,4,19,7,5,18,17,25,17,14,5,19,19,6,5,18,4,19,22,16,19,6,6,6,18,15,18,19,19,17,4,19,6,19,6,7,16,4,15,6,5,20,6,23,18,18,6,25,19,20,6,19,12,18,24,17,3,19,5,3,3,19,22,20,5,6,8,5,20,22,6,14,17,4,20,14,4,5,6,19,17,5,6,11,16,18,19,18,3,3,19,6,4,20,20,5,6,4,5,5,19,4,18,22,7,20,5,23,5,18,4,18,27,5,7,20,3,5,4,3,3,14,21,20,6,18,5,3,5,21,6,15,20,19,23,28,17,18,3,4,17,18,19,31,4,8,20,15,11,19,3,5,6,5,17,25,4,5,20,5,6,5,17,21,6,8,3,5,22,22,19,19,3,20,16,20,19,18,6,6,5,5,19,3,5,5,4,5,19,6,5,5,3,25,5,5,18,18,6,17,22,5,20,20,4,17,19,4,5,19,5,5,21,21,4,3,18,17,6,5,6,5,10,2,5,25,15,21,6,3,3,22,18,18,18,7,4,19,20,9,4,5,15,12,21,20,6,4,20,2,22,5,20,8,4,4,17,21,9,33,12,5,19,4,18,19,18,18,2,4,20,4,18,5,5,5,20,18,5,20,19,7,19,5,5,23,4,17,20,6,20,26,17,24,5,12,6,6,7,20,19,21,24,25,8,6,5,4,18,4,6,18,19,18,20,20,20,20,21,20,19,19,19,6,18,4,22,23,22,16,6,20,17,6,19,3,6,19,6,6,19,6,18,5,4,19,12,5,22,5,7,20,23,20,19,6,5,24,20,20,21,5,20,19,4,20,16,5,19,9,19,19,5,18,20,25,21,4,3,21,17,20,6,19,19,5,23,25,6,6,4,18,28,17,10,4,20,3,21,5,21,6,20,4,20,6,17,10,5,12,5,3,20,18,20,18,16,23,12,8,16,14,19,4,6,5,6,6,19,20,16,22,19,20,4,5,7,20,20,25,19,22,19,6,19,19,20,21,6,5,5,5,3,6,19,18,21,5,4,6,6,6,6,15,19,5,20,4,18,4,19,16,20,10,21,23,6,17,19,6
PA605952,10,3,7,12,2,11,2,10,11,11,5,11,2,11,2,2,9,9,12,2,11,1,2,10,7,10,12,13,2,11,7,12,1,11,11,11,10,1,14,3,9,13,2,10,5,12,10,2,1,13,5,3,11,9,15,11,11,2,10,12,4,2,11,1,11,12,14,11,2,2,2,10,11,12,12,12,9,3,11,2,10,4,3,11,1,9,2,3,10,2,15,9,11,2,12,12,10,2,10,14,10,11,12,0,12,2,2,0,12,10,12,1,2,3,2,11,12,2,7,13,1,11,15,2,3,2,12,13,3,2,11,8,13,11,11,2,2,11,2,3,13,13,2,2,2,2,2,13,2,11,15,3,14,2,14,2,10,3,10,13,2,3,11,0,2,1,2,2,7,20,11,2,12,1,3,2,15,2,8,11,11,13,13,11,10,3,1,11,10,10,15,3,5,12,11,8,10,1,2,2,3,11,15,1,1,12,1,2,2,18,11,2,3,2,2,12,14,13,12,2,11,10,12,12,10,4,2,2,2,12,2,1,1,3,2,12,2,1,1,2,13,2,1,10,11,2,10,11,2,11,13,3,10,12,3,2,12,2,10,11,12,1,2,10,15,2,3,2,2,14,1,5,14,11,11,2,0,2,12,12,14,12,3,2,11,13,6,3,2,13,13,13,12,2,1,11,2,14,2,11,4,1,1,12,11,3,12,33,2,11,1,12,15,12,12,1,2,10,3,9,2,2,2,11,14,3,12,12,4,11,2,2,15,3,8,11,2,11,15,7,12,2,24,3,2,1,11,11,10,14,12,5,2,1,2,11,1,2,10,11,12,10,12,11,10,11,11,12,11,12,2,10,1,14,17,10,12,2,12,11,2,11,2,2,10,2,2,14,2,10,1,1,11,9,1,11,5,4,10,13,14,10,2,1,12,10,11,11,1,11,11,1,11,8,2,10,11,10,10,2,13,11,13,11,3,1,12,11,11,2,11,10,2,12,13,2,4,2,11,12,9,10,2,12,3,11,2,10,2,12,1,12,2,9,12,2,20,1,2,12,10,13,10,12,12,21,11,17,10,10,3,2,2,2,3,11,10,10,11,9,12,1,2,2,16,12,14,11,13,11,3,11,12,11,12,2,2,2,2,2,3,11,10,11,5,2,2,5,2,2,10,9,2,11,2,10,2,10,10,13,14,11,11,13,11,11,2
PA267797,4,6,5,7,17,5,21,4,5,5,13,6,18,5,19,17,5,6,5,20,5,22,20,4,7,4,5,5,20,5,13,4,17,5,4,5,6,20,7,18,5,3,20,5,11,3,4,19,18,7,15,16,5,5,5,5,3,17,7,5,14,19,5,16,5,6,4,6,19,23,19,5,3,4,6,4,5,19,5,18,6,16,17,3,17,6,20,17,4,18,4,6,5,19,4,5,6,19,4,3,5,5,4,15,5,19,18,15,4,5,6,16,21,16,18,5,5,22,7,6,14,6,5,14,15,19,6,3,17,18,3,5,5,5,5,17,16,5,20,16,4,5,20,19,19,20,17,5,16,5,5,16,6,19,8,18,4,18,5,6,19,20,4,17,22,18,16,16,2,5,5,19,5,17,15,21,5,21,4,5,4,5,5,5,5,19,16,4,5,4,7,11,13,5,3,4,3,17,18,21,15,4,6,20,18,5,19,19,17,4,6,23,14,17,18,7,6,5,4,17,4,3,5,6,5,16,22,17,20,6,17,20,19,16,19,5,20,17,18,18,5,19,19,3,5,20,5,6,20,4,7,18,4,5,17,19,6,17,13,4,6,17,12,6,5,21,16,18,18,4,17,13,5,2,5,20,20,14,6,4,4,4,21,18,5,5,4,16,18,4,7,8,5,21,18,6,15,8,18,5,13,20,21,5,5,18,5,2,25,5,17,5,5,4,4,17,18,3,16,7,18,20,15,5,4,18,6,8,15,5,18,19,6,20,5,6,18,6,5,6,6,20,2,17,18,23,5,5,5,6,7,14,17,17,22,4,20,21,6,5,4,4,8,5,5,5,5,5,6,7,22,6,17,5,5,6,3,13,7,4,19,4,19,21,5,20,23,5,19,5,19,16,4,5,19,6,9,15,5,6,4,6,20,16,5,6,6,7,18,6,6,19,5,4,19,4,1,4,5,19,4,5,6,5,20,16,7,3,5,15,5,4,20,5,6,21,16,18,5,5,6,2,17,5,18,5,16,5,19,5,17,5,22,5,5,17,4,18,16,6,6,7,4,4,7,1,6,4,7,4,18,17,18,17,16,5,4,4,6,5,6,22,20,19,6,5,5,5,8,5,5,6,6,5,6,22,18,19,20,17,18,6,6,5,10,17,13,12,21,19,5,4,19,5,17,4,16,5,6,5,3,5,5,11,7,5,17
PA590034,23,6,16,18,4,19,5,18,26,19,5,20,3,19,5,3,17,20,18,6,19,5,6,19,15,17,20,20,6,19,5,12,4,19,19,20,18,3,21,5,17,11,5,18,5,17,16,5,4,21,7,5,18,19,19,16,10,5,19,20,6,5,18,4,19,19,21,19,6,6,6,18,14,18,19,18,18,4,19,6,17,8,7,15,4,15,6,5,17,6,17,17,18,6,20,20,18,6,17,11,17,21,19,3,19,5,3,3,18,20,24,5,6,7,5,19,19,6,22,18,4,20,15,4,5,6,19,17,5,6,10,15,18,19,18,3,3,21,6,4,20,20,5,6,4,5,5,18,4,19,21,7,19,5,21,5,17,4,19,22,5,7,21,3,5,4,3,3,19,18,19,5,18,5,3,5,23,6,16,20,18,20,21,18,19,3,4,18,18,21,21,4,5,20,20,16,17,3,5,6,5,17,18,4,5,20,5,6,5,18,18,4,5,3,5,29,20,19,20,3,18,19,24,20,19,6,6,5,5,18,3,5,5,4,5,20,6,5,5,3,19,5,5,17,26,6,17,18,5,20,19,4,17,19,5,5,18,5,6,18,18,4,3,18,21,6,5,6,5,9,2,5,19,14,19,5,3,3,21,18,20,17,6,3,18,21,17,4,5,14,11,22,19,6,4,20,2,20,5,19,6,4,4,19,21,7,19,11,5,31,4,19,21,20,20,2,4,19,4,17,5,5,5,19,19,4,21,18,6,18,5,5,20,3,18,19,6,21,20,17,20,5,16,6,6,6,19,20,18,20,20,5,6,5,4,17,4,6,19,19,18,18,20,19,19,20,22,21,20,22,6,22,4,21,21,19,18,6,17,21,6,21,3,6,18,6,6,18,6,19,5,4,17,10,5,19,5,6,20,23,25,19,6,5,19,20,19,20,5,17,18,4,19,16,5,18,8,19,18,5,25,19,20,21,4,3,20,22,19,5,19,23,5,19,22,6,5,4,18,19,16,10,4,20,3,20,5,19,6,20,4,23,6,15,17,5,21,5,3,25,18,19,17,16,20,18,9,14,15,17,4,6,5,6,6,19,19,15,24,16,21,4,5,6,19,19,20,20,26,22,6,25,19,19,21,6,5,5,5,3,6,20,19,20,5,4,6,5,6,6,20,19,6,19,4,19,4,17,19,20,10,19,21,10,19,19,6
